category,diagnosis_code,full_code,partial_description,full_description
D313,1,D3131,Benign neoplasm of right choroid,Benign neoplasm of right choroid
D313,2,D3132,Benign neoplasm of left choroid,Benign neoplasm of left choroid
D314,0,D3140,Benign neoplasm of unspecified ciliary body,Benign neoplasm of unspecified ciliary body
D314,1,D3141,Benign neoplasm of right ciliary body,Benign neoplasm of right ciliary body
D314,2,D3142,Benign neoplasm of left ciliary body,Benign neoplasm of left ciliary body
D315,0,D3150,Benign neoplasm of unspecified lacrimal gland and duct,Benign neoplasm of unspecified lacrimal gland and duct
D315,1,D3151,Benign neoplasm of right lacrimal gland and duct,Benign neoplasm of right lacrimal gland and duct
D315,2,D3152,Benign neoplasm of left lacrimal gland and duct,Benign neoplasm of left lacrimal gland and duct
D316,0,D3160,Benign neoplasm of unspecified site of unspecified orbit,Benign neoplasm of unspecified site of unspecified orbit
D316,1,D3161,Benign neoplasm of unspecified site of right orbit,Benign neoplasm of unspecified site of right orbit
D316,2,D3162,Benign neoplasm of unspecified site of left orbit,Benign neoplasm of unspecified site of left orbit
D319,0,D3190,Benign neoplasm of unspecified part of unspecified eye,Benign neoplasm of unspecified part of unspecified eye
D319,1,D3191,Benign neoplasm of unspecified part of right eye,Benign neoplasm of unspecified part of right eye
D319,2,D3192,Benign neoplasm of unspecified part of left eye,Benign neoplasm of unspecified part of left eye
D32,0,D320,Benign neoplasm of cerebral meninges,Benign neoplasm of cerebral meninges
D32,1,D321,Benign neoplasm of spinal meninges,Benign neoplasm of spinal meninges
D32,9,D329,"Benign neoplasm of meninges, unspecified","Benign neoplasm of meninges, unspecified"
D33,0,D330,"Benign neoplasm of brain, supratentorial","Benign neoplasm of brain, supratentorial"
D33,1,D331,"Benign neoplasm of brain, infratentorial","Benign neoplasm of brain, infratentorial"
D33,2,D332,"Benign neoplasm of brain, unspecified","Benign neoplasm of brain, unspecified"
D33,3,D333,Benign neoplasm of cranial nerves,Benign neoplasm of cranial nerves
D33,4,D334,Benign neoplasm of spinal cord,Benign neoplasm of spinal cord
D33,7,D337,Benign neoplasm of oth parts of central nervous system,Benign neoplasm of other specified parts of central nervous system
D33,9,D339,"Benign neoplasm of central nervous system, unspecified","Benign neoplasm of central nervous system, unspecified"
D34,,D34,Benign neoplasm of thyroid gland,Benign neoplasm of thyroid gland
D350,0,D3500,Benign neoplasm of unspecified adrenal gland,Benign neoplasm of unspecified adrenal gland
D350,1,D3501,Benign neoplasm of right adrenal gland,Benign neoplasm of right adrenal gland
D350,2,D3502,Benign neoplasm of left adrenal gland,Benign neoplasm of left adrenal gland
D351,,D351,Benign neoplasm of parathyroid gland,Benign neoplasm of parathyroid gland
D352,,D352,Benign neoplasm of pituitary gland,Benign neoplasm of pituitary gland
D353,,D353,Benign neoplasm of craniopharyngeal duct,Benign neoplasm of craniopharyngeal duct
D354,,D354,Benign neoplasm of pineal gland,Benign neoplasm of pineal gland
D355,,D355,Benign neoplasm of carotid body,Benign neoplasm of carotid body
D356,,D356,Benign neoplasm of aortic body and other paraganglia,Benign neoplasm of aortic body and other paraganglia
D357,,D357,Benign neoplasm of other specified endocrine glands,Benign neoplasm of other specified endocrine glands
D359,,D359,"Benign neoplasm of endocrine gland, unspecified","Benign neoplasm of endocrine gland, unspecified"
D36,0,D360,Benign neoplasm of lymph nodes,Benign neoplasm of lymph nodes
D361,0,D3610,"Benign neoplasm of prph nerves and autonm nervous sys, unsp","Benign neoplasm of peripheral nerves and autonomic nervous system, unspecified"
D361,1,D3611,Ben neoplm of prph nerves and autonm nrv sys of face/hed/nk,"Benign neoplasm of peripheral nerves and autonomic nervous system of face, head, and neck"
D361,2,D3612,"Ben neoplm of prph nrv & autonm nrv sys, upr lmb, inc shldr","Benign neoplasm of peripheral nerves and autonomic nervous system, upper limb, including shoulder"
D361,3,D3613,"Ben neoplm of prph nrv & autonm nrv sys of low lmb, inc hip","Benign neoplasm of peripheral nerves and autonomic nervous system of lower limb, including hip"
D361,4,D3614,Benign neoplm of prph nerves and autonm nrv sys of thorax,Benign neoplasm of peripheral nerves and autonomic nervous system of thorax
D361,5,D3615,Benign neoplm of prph nerves and autonm nervous sys of abd,Benign neoplasm of peripheral nerves and autonomic nervous system of abdomen
D361,6,D3616,Benign neoplm of prph nerves and autonm nrv sys of pelvis,Benign neoplasm of peripheral nerves and autonomic nervous system of pelvis
D361,7,D3617,"Ben neoplm of prph nerves and autonm nrv sys of trunk, unsp","Benign neoplasm of peripheral nerves and autonomic nervous system of trunk, unspecified"
D367,,D367,Benign neoplasm of other specified sites,Benign neoplasm of other specified sites
D369,,D369,"Benign neoplasm, unspecified site","Benign neoplasm, unspecified site"
D3A0,0,D3A00,Benign carcinoid tumor of unspecified site,Benign carcinoid tumor of unspecified site
D3A01,0,D3A010,Benign carcinoid tumor of the duodenum,Benign carcinoid tumor of the duodenum
D3A01,1,D3A011,Benign carcinoid tumor of the jejunum,Benign carcinoid tumor of the jejunum
D3A01,2,D3A012,Benign carcinoid tumor of the ileum,Benign carcinoid tumor of the ileum
D3A01,9,D3A019,"Benign carcinoid tumor of the small intestine, unsp portion","Benign carcinoid tumor of the small intestine, unspecified portion"
D3A02,0,D3A020,Benign carcinoid tumor of the appendix,Benign carcinoid tumor of the appendix
D3A02,1,D3A021,Benign carcinoid tumor of the cecum,Benign carcinoid tumor of the cecum
D3A02,2,D3A022,Benign carcinoid tumor of the ascending colon,Benign carcinoid tumor of the ascending colon
D3A02,3,D3A023,Benign carcinoid tumor of the transverse colon,Benign carcinoid tumor of the transverse colon
D3A02,4,D3A024,Benign carcinoid tumor of the descending colon,Benign carcinoid tumor of the descending colon
D3A02,5,D3A025,Benign carcinoid tumor of the sigmoid colon,Benign carcinoid tumor of the sigmoid colon
D3A02,6,D3A026,Benign carcinoid tumor of the rectum,Benign carcinoid tumor of the rectum
D3A02,9,D3A029,"Benign carcinoid tumor of the large intestine, unsp portion","Benign carcinoid tumor of the large intestine, unspecified portion"
D3A09,0,D3A090,Benign carcinoid tumor of the bronchus and lung,Benign carcinoid tumor of the bronchus and lung
D3A09,1,D3A091,Benign carcinoid tumor of the thymus,Benign carcinoid tumor of the thymus
D3A09,2,D3A092,Benign carcinoid tumor of the stomach,Benign carcinoid tumor of the stomach
D3A09,3,D3A093,Benign carcinoid tumor of the kidney,Benign carcinoid tumor of the kidney
D3A09,4,D3A094,"Benign carcinoid tumor of the foregut, unspecified","Benign carcinoid tumor of the foregut, unspecified"
D3A09,5,D3A095,"Benign carcinoid tumor of the midgut, unspecified","Benign carcinoid tumor of the midgut, unspecified"
D3A09,6,D3A096,"Benign carcinoid tumor of the hindgut, unspecified","Benign carcinoid tumor of the hindgut, unspecified"
D3A09,8,D3A098,Benign carcinoid tumors of other sites,Benign carcinoid tumors of other sites
D3A8,,D3A8,Other benign neuroendocrine tumors,Other benign neuroendocrine tumors
D370,1,D3701,Neoplasm of uncertain behavior of lip,Neoplasm of uncertain behavior of lip
D370,2,D3702,Neoplasm of uncertain behavior of tongue,Neoplasm of uncertain behavior of tongue
D3703,0,D37030,Neoplasm of uncertain behavior of the parotid salivary gland,Neoplasm of uncertain behavior of the parotid salivary glands
D3703,1,D37031,Neoplasm of uncrt behavior of the sublingual salivary gland,Neoplasm of uncertain behavior of the sublingual salivary glands
D3703,2,D37032,Neoplasm of uncrt behav of the submandibular salivary gland,Neoplasm of uncertain behavior of the submandibular salivary glands
D3703,9,D37039,"Neoplasm of uncrt behavior of the major salivary gland, unsp","Neoplasm of uncertain behavior of the major salivary glands, unspecified"
D3704,,D3704,Neoplasm of uncertain behavior of the minor salivary glands,Neoplasm of uncertain behavior of the minor salivary glands
D3705,,D3705,Neoplasm of uncertain behavior of pharynx,Neoplasm of uncertain behavior of pharynx
D3709,,D3709,Neoplasm of uncertain behavior of sites of the oral cavity,Neoplasm of uncertain behavior of other specified sites of the oral cavity
D371,,D371,Neoplasm of uncertain behavior of stomach,Neoplasm of uncertain behavior of stomach
D372,,D372,Neoplasm of uncertain behavior of small intestine,Neoplasm of uncertain behavior of small intestine
D373,,D373,Neoplasm of uncertain behavior of appendix,Neoplasm of uncertain behavior of appendix
D374,,D374,Neoplasm of uncertain behavior of colon,Neoplasm of uncertain behavior of colon
D375,,D375,Neoplasm of uncertain behavior of rectum,Neoplasm of uncertain behavior of rectum
D376,,D376,"Neoplasm of uncertain behavior of liver, GB & bile duct","Neoplasm of uncertain behavior of liver, gallbladder and bile ducts"
D378,,D378,Neoplasm of uncertain behavior of oth digestive organs,Neoplasm of uncertain behavior of other specified digestive organs
D379,,D379,"Neoplasm of uncertain behavior of digestive organ, unsp","Neoplasm of uncertain behavior of digestive organ, unspecified"
D38,0,D380,Neoplasm of uncertain behavior of larynx,Neoplasm of uncertain behavior of larynx
D38,1,D381,"Neoplasm of uncertain behavior of trachea, bronchus and lung","Neoplasm of uncertain behavior of trachea, bronchus and lung"
D38,2,D382,Neoplasm of uncertain behavior of pleura,Neoplasm of uncertain behavior of pleura
D38,3,D383,Neoplasm of uncertain behavior of mediastinum,Neoplasm of uncertain behavior of mediastinum
D38,4,D384,Neoplasm of uncertain behavior of thymus,Neoplasm of uncertain behavior of thymus
D38,5,D385,Neoplasm of uncertain behavior of other respiratory organs,Neoplasm of uncertain behavior of other respiratory organs
D38,6,D386,"Neoplasm of uncertain behavior of respiratory organ, unsp","Neoplasm of uncertain behavior of respiratory organ, unspecified"
D39,0,D390,Neoplasm of uncertain behavior of uterus,Neoplasm of uncertain behavior of uterus
D391,0,D3910,Neoplasm of uncertain behavior of unspecified ovary,Neoplasm of uncertain behavior of unspecified ovary
D391,1,D3911,Neoplasm of uncertain behavior of right ovary,Neoplasm of uncertain behavior of right ovary
D391,2,D3912,Neoplasm of uncertain behavior of left ovary,Neoplasm of uncertain behavior of left ovary
D392,,D392,Neoplasm of uncertain behavior of placenta,Neoplasm of uncertain behavior of placenta
D398,,D398,Neoplasm of uncertain behavior of oth female genital organs,Neoplasm of uncertain behavior of other specified female genital organs
D399,,D399,"Neoplasm of uncertain behavior of female genital organ, unsp","Neoplasm of uncertain behavior of female genital organ, unspecified"
D40,0,D400,Neoplasm of uncertain behavior of prostate,Neoplasm of uncertain behavior of prostate
D401,0,D4010,Neoplasm of uncertain behavior of unspecified testis,Neoplasm of uncertain behavior of unspecified testis
D401,1,D4011,Neoplasm of uncertain behavior of right testis,Neoplasm of uncertain behavior of right testis
D401,2,D4012,Neoplasm of uncertain behavior of left testis,Neoplasm of uncertain behavior of left testis
D408,,D408,Neoplasm of uncertain behavior of oth male genital organs,Neoplasm of uncertain behavior of other specified male genital organs
D409,,D409,"Neoplasm of uncertain behavior of male genital organ, unsp","Neoplasm of uncertain behavior of male genital organ, unspecified"
D410,0,D4100,Neoplasm of uncertain behavior of unspecified kidney,Neoplasm of uncertain behavior of unspecified kidney
D410,1,D4101,Neoplasm of uncertain behavior of right kidney,Neoplasm of uncertain behavior of right kidney
D410,2,D4102,Neoplasm of uncertain behavior of left kidney,Neoplasm of uncertain behavior of left kidney
D411,0,D4110,Neoplasm of uncertain behavior of unspecified renal pelvis,Neoplasm of uncertain behavior of unspecified renal pelvis
D411,1,D4111,Neoplasm of uncertain behavior of right renal pelvis,Neoplasm of uncertain behavior of right renal pelvis
D411,2,D4112,Neoplasm of uncertain behavior of left renal pelvis,Neoplasm of uncertain behavior of left renal pelvis
D412,0,D4120,Neoplasm of uncertain behavior of unspecified ureter,Neoplasm of uncertain behavior of unspecified ureter
D412,1,D4121,Neoplasm of uncertain behavior of right ureter,Neoplasm of uncertain behavior of right ureter
D412,2,D4122,Neoplasm of uncertain behavior of left ureter,Neoplasm of uncertain behavior of left ureter
D413,,D413,Neoplasm of uncertain behavior of urethra,Neoplasm of uncertain behavior of urethra
D414,,D414,Neoplasm of uncertain behavior of bladder,Neoplasm of uncertain behavior of bladder
D418,,D418,Neoplasm of uncertain behavior of oth urinary organs,Neoplasm of uncertain behavior of other specified urinary organs
D419,,D419,Neoplasm of uncertain behavior of unspecified urinary organ,Neoplasm of uncertain behavior of unspecified urinary organ
D42,0,D420,Neoplasm of uncertain behavior of cerebral meninges,Neoplasm of uncertain behavior of cerebral meninges
D42,1,D421,Neoplasm of uncertain behavior of spinal meninges,Neoplasm of uncertain behavior of spinal meninges
D42,9,D429,"Neoplasm of uncertain behavior of meninges, unspecified","Neoplasm of uncertain behavior of meninges, unspecified"
D43,0,D430,"Neoplasm of uncertain behavior of brain, supratentorial","Neoplasm of uncertain behavior of brain, supratentorial"
D43,1,D431,"Neoplasm of uncertain behavior of brain, infratentorial","Neoplasm of uncertain behavior of brain, infratentorial"
D43,2,D432,"Neoplasm of uncertain behavior of brain, unspecified","Neoplasm of uncertain behavior of brain, unspecified"
D43,3,D433,Neoplasm of uncertain behavior of cranial nerves,Neoplasm of uncertain behavior of cranial nerves
D43,4,D434,Neoplasm of uncertain behavior of spinal cord,Neoplasm of uncertain behavior of spinal cord
D43,8,D438,Neoplasm of uncertain behavior of prt central nervous system,Neoplasm of uncertain behavior of other specified parts of central nervous system
